New ID,pro Relationship Start Date,pro Relationship End Date
67635659,07/25/2013,11/26/2013
67635659,12/12/2013,07/28/2014
67635659,07/31/2014,12/22/2014
67635659,12/18/2014,12/23/2014
67635659,12/23/2014,05/20/2015
67635659,05/20/2015,11/02/2015
67635659,11/02/2015,12/14/2016
67635659,12/14/2016,03/14/2017
67638402,10/23/2017,
67642094,12/09/2013,03/25/2014
67642094,02/15/2016,05/17/2016
67642094,10/28/2016,12/16/2016
67642094,10/23/2017,
67649060,11/22/2011,04/12/2012
67649060,04/12/2012,06/01/2012
67649060,06/01/2012,07/16/2012
67649060,07/16/2012,09/13/2013
67649060,09/13/2013,09/05/2014
67649060,03/28/2014,03/16/2015
67649060,03/16/2015,06/12/2015
67649060,06/12/2015,02/25/2016
67649060,02/25/2016,02/22/2017
67649060,02/22/2017,
67651775,12/14/2012,04/29/2013
67651775,04/29/2013,08/06/2013
67651775,02/16/2016,04/13/2016
67651775,04/13/2016,04/19/2016
67659984,01/16/2014,11/10/2014
67659984,11/13/2014,04/02/2015
67659984,04/02/2015,09/03/2015
67659984,09/03/2015,08/11/2016
67678799,06/02/2014,07/13/2014
67679121,04/16/2012,07/16/2012
67679121,07/16/2012,12/30/2013
67679121,12/23/2013,12/30/2013
67681246,03/07/2012,04/03/2012
67681246,03/07/2012,04/05/2012
67681246,04/03/2012,05/17/2012
67681246,04/05/2012,05/17/2012
67684798,10/08/2010,07/16/2012
67684798,07/16/2012,09/18/2013
67684798,10/18/2013,08/19/2014
67684798,10/27/2014,09/25/2015
67684798,09/25/2015,06/24/2016
67684798,06/24/2016,02/22/2017
67684798,09/20/2017,
67691445,05/16/2013,07/25/2013
67695282,08/08/2012,10/16/2012
67715410,11/13/2017,
67718263,02/08/2012,05/25/2012
67718263,06/12/2012,07/05/2012
67718263,07/05/2012,10/19/2012
67718263,10/19/2012,12/12/2012
67718263,12/12/2012,01/29/2013
67718263,01/29/2013,08/09/2013
67718263,08/09/2013,10/31/2013
67718263,10/31/2013,11/19/2013
67718263,11/19/2013,09/22/2014
67718263,09/22/2014,11/20/2014
67718263,11/20/2014,11/12/2015
67718263,11/12/2015,03/07/2016
67718263,03/07/2016,04/05/2016
67718263,04/05/2016,04/05/2016
67718263,04/12/2016,12/16/2016
67724138,02/03/2012,03/28/2013
67724138,03/28/2013,11/21/2013
67724138,11/21/2013,01/24/2014
67724138,01/24/2014,01/20/2015
67724138,01/21/2015,05/16/2016
67735516,01/21/2013,06/03/2013
67735516,03/08/2013,09/17/2013
67742121,02/04/2015,05/15/2015
67744010,04/21/2014,06/20/2014
67749489,08/09/2012,12/11/2012
67759729,02/13/2017,03/01/2017
67763427,11/26/2015,06/17/2016
67763427,09/27/2016,10/19/2016
67767797,09/15/2015,11/23/2015
67772709,03/24/2010,07/31/2012
67776253,07/18/2016,08/10/2016
67776253,08/10/2016,01/29/2017
67783756,06/03/2015,08/12/2015
67800202,07/30/2012,08/02/2012
67800202,12/05/2014,09/15/2015
67801421,03/31/2016,04/26/2016
67801421,04/26/2016,12/21/2016
67801564,08/22/2011,07/16/2012
67801564,07/16/2012,02/11/2014
67812956,06/13/2013,08/12/2013
67816783,05/07/2014,07/11/2014
67816783,11/28/2014,01/23/2015
67816783,01/23/2015,06/28/2015
67827525,07/13/2012,12/21/2012
67827525,01/04/2013,01/14/2013
67832643,09/03/2014,10/01/2014
67832643,10/01/2014,10/22/2014
67832643,11/20/2014,09/03/2015
67836553,11/13/2017,
67850919,08/14/2013,09/25/2013
67854790,07/13/2012,07/16/2012
67854790,07/16/2012,07/16/2012
67854790,07/16/2012,10/08/2012
67858760,05/05/2015,07/15/2015
67869633,05/01/2014,05/30/2014
67869633,11/10/2014,04/13/2015
67869633,04/07/2015,09/08/2015
67869633,09/23/2015,12/11/2015
67873897,04/24/2013,11/01/2013
67873897,09/15/2015,12/16/2015
67873897,10/24/2017,
67876725,09/29/2011,07/16/2012
67876725,07/16/2012,06/10/2013
67877620,02/16/2015,04/01/2015
67877620,04/28/2015,07/09/2015
67894149,10/24/2017,
67895432,03/20/2014,04/29/2014
67903722,09/21/2011,05/08/2012
67904382,04/12/2012,04/12/2012
67904382,04/12/2012,05/08/2012
67904940,12/08/2011,04/13/2012
67911717,04/18/2012,05/11/2012
67920104,08/01/2013,01/08/2014
67923474,12/11/2015,04/11/2016
67923474,04/11/2016,04/13/2016
67923474,04/13/2016,11/15/2016
67935997,11/17/2014,01/20/2015
67940374,01/08/2013,01/02/2014
67940374,01/02/2014,05/28/2014
67941381,10/23/2014,12/05/2014
67947742,03/18/2015,05/27/2015
67959039,12/10/2014,01/23/2015
67966248,11/14/2016,01/19/2017
67971007,08/31/2012,11/26/2012
67971007,08/31/2012,07/19/2013
67971007,10/09/2017,
67971571,05/14/2012,08/13/2012
67976680,08/24/2011,06/27/2012
67977142,05/23/2014,05/31/2014
67983646,12/08/2014,12/16/2015
67992351,05/05/2017,
67992469,12/08/2014,02/16/2015
67992469,02/16/2015,03/30/2015
67992469,03/30/2015,08/17/2015
67992469,08/17/2015,03/24/2016
68029287,04/19/2012,05/09/2012
68041122,03/02/2012,11/26/2012
68041122,11/27/2012,03/31/2013
68041122,01/28/2015,04/01/2015
68041122,06/16/2015,08/12/2015
68047569,01/02/2013,09/18/2013
68047569,09/18/2013,12/12/2014
68047569,12/12/2014,07/28/2015
68047569,07/28/2015,08/12/2015
68047569,08/12/2015,12/22/2015
68047569,12/22/2015,02/22/2017
68047569,02/22/2017,
68072709,12/03/2014,03/31/2016
68072709,04/01/2016,09/28/2016
68072709,12/21/2016,02/10/2017
68072709,10/03/2017,
68073865,08/23/2011,07/31/2012
68073865,07/31/2012,04/03/2013
68073865,04/03/2013,04/30/2013
68086239,10/16/2014,12/15/2014
68092407,06/18/2012,04/22/2013
68092407,09/17/2013,10/31/2013
68100953,06/09/2016,08/18/2016
68104381,08/01/2012,09/04/2012
68104381,09/04/2012,03/26/2013
68104381,01/29/2014,05/07/2014
68104381,05/07/2014,05/29/2014
68104381,01/30/2015,11/06/2015
68104381,06/01/2016,09/19/2016
68106474,06/05/2013,08/08/2013
68113703,04/11/2014,04/22/2014
68113703,04/22/2014,09/15/2014
68130669,09/25/2012,01/08/2013
68159652,10/21/2014,04/26/2016
68159652,04/26/2016,08/10/2016
68169060,03/08/2011,07/16/2012
68169060,07/16/2012,06/07/2013
68169060,06/18/2013,06/28/2013
68169060,06/28/2013,07/16/2013
68169060,07/16/2013,09/03/2013
68169060,09/03/2013,08/27/2015
68169060,08/27/2015,08/27/2015
68169060,08/27/2015,01/31/2017
68169060,01/31/2017,02/22/2017
68169060,07/10/2017,
68188959,11/26/2015,01/22/2016
68201053,07/24/2017,
68201843,06/07/2016,08/04/2016
68212075,01/22/2009,07/16/2012
68212075,07/16/2012,03/13/2015
68212075,03/13/2015,02/20/2017
68212075,02/20/2017,03/14/2017
68212075,10/09/2017,
68212572,07/12/2012,08/02/2012
68212572,07/13/2016,11/28/2016
68221850,05/01/2013,08/14/2013
68221850,07/31/2013,08/14/2013
68221850,08/14/2013,10/31/2013
68221850,10/31/2013,12/11/2013
68225260,12/23/2016,03/01/2017
68225260,10/23/2017,
68238113,09/30/2014,01/21/2015
68243385,01/12/2015,02/24/2015
68259895,09/23/2016,10/03/2016
68261647,05/21/2014,06/26/2014
68261647,06/26/2014,09/22/2014
68263640,04/20/2016,05/12/2016
68263640,06/14/2016,10/13/2016
68278750,07/12/2016,09/19/2016
68290598,09/07/2015,11/23/2015
68297533,02/07/2014,04/11/2014
68304285,08/22/2016,10/03/2016
68309773,08/31/2012,01/17/2013
68309773,03/26/2013,07/09/2013
68309773,02/19/2016,03/31/2016
68309773,08/30/2016,10/26/2016
68309803,02/01/2016,03/31/2016
68310823,04/19/2013,10/21/2013
68310823,11/19/2014,03/03/2015
68310823,03/03/2015,04/16/2015
68310823,04/16/2015,08/27/2015
68310823,08/27/2015,06/02/2016
68310823,06/02/2016,10/20/2016
68310823,09/20/2017,
68314596,02/16/2012,07/16/2012
68314596,07/16/2012,01/04/2015
68314596,01/05/2015,01/18/2015
68314596,01/19/2015,04/08/2016
68314596,02/24/2016,02/22/2017
68314596,02/22/2017,
68326524,02/01/2012,12/03/2012
68326524,12/03/2012,06/24/2013
68326524,02/17/2014,07/14/2014
68326524,10/23/2017,
68362713,10/26/2012,05/14/2013
68370589,05/01/2012,07/16/2012
68370589,07/16/2012,03/18/2013
68370589,09/12/2013,09/09/2014
68375203,07/04/2014,07/11/2014
68375203,07/11/2014,01/30/2015
68396018,10/09/2014,01/05/2015
68400991,11/26/2013,01/10/2014
68407455,09/09/2014,10/23/2014
68407455,11/11/2014,01/23/2015
68414543,02/02/2016,04/21/2016
68414543,04/18/2016,10/07/2016
68414543,10/07/2016,11/18/2016
68414543,11/18/2016,03/14/2017
68414543,03/14/2017,03/30/2017
68414543,05/19/2017,
68425500,01/21/2013,05/29/2013
68425500,05/29/2013,07/12/2013
68425500,07/12/2013,07/30/2013
68425500,07/15/2013,12/12/2013
68425500,12/12/2013,04/11/2014
68425500,03/14/2014,11/17/2014
68425500,11/18/2014,08/27/2015
68425500,08/27/2015,01/03/2017
68425500,01/03/2017,01/31/2017
68425500,01/31/2017,01/31/2017
68425500,09/01/2017,
68432235,12/09/2016,01/24/2017
68432235,10/25/2017,
68438877,11/04/2015,11/18/2015
68448723,06/21/2012,11/14/2012
68448723,11/14/2012,12/04/2012
68448723,12/04/2012,04/01/2013
68449364,05/23/2013,09/25/2013
68449364,09/25/2013,09/30/2013
68449364,12/03/2013,04/10/2014
68449364,04/10/2014,04/30/2014
68449364,05/13/2014,11/14/2014
68449364,03/19/2015,04/20/2015
68449364,04/20/2015,06/25/2015
68453217,01/09/2017,02/06/2017
68454879,02/13/2017,03/01/2017
68456940,06/04/2014,07/13/2014
68457770,02/23/2015,04/18/2015
68457770,04/18/2015,04/23/2015
68464383,02/24/2015,04/18/2015
68464383,04/18/2015,04/29/2015
68464521,02/02/2016,06/24/2016
68464521,12/14/2016,03/15/2017
68464521,09/21/2017,
68494657,03/03/2015,04/22/2015
68494657,04/22/2015,06/19/2015
68501376,04/28/2014,05/07/2014
68501376,09/24/2015,11/11/2015
68501376,10/07/2016,11/04/2016
68525481,07/06/2016,09/19/2016
68549521,02/17/2016,06/17/2016
68549521,07/01/2016,07/15/2016
68549521,10/13/2016,11/02/2016
68549521,11/02/2016,11/24/2016
68549521,06/19/2017,
68563081,05/28/2015,06/19/2015
68566352,07/09/2012,07/16/2012
68566352,07/16/2012,07/16/2012
68566352,07/16/2012,12/18/2012
68574695,01/12/2015,03/18/2015
68582003,11/13/2012,05/21/2013
68582003,10/23/2014,12/12/2014
68582003,04/08/2015,10/09/2015
68582003,05/12/2016,08/16/2016
68582003,08/17/2016,03/03/2017
68585106,04/15/2016,06/14/2016
68598446,08/13/2014,09/30/2014
68598446,02/24/2016,03/28/2016
68598446,04/05/2016,06/01/2016
68602438,07/16/2012,10/04/2012
68602438,07/13/2014,08/15/2014
68602438,08/15/2014,11/03/2014
68602438,11/03/2014,02/13/2015
68602438,02/25/2015,09/25/2015
68602438,09/25/2015,10/19/2015
68610701,08/05/2014,08/15/2014
68633373,02/26/2015,04/18/2015
68633373,04/18/2015,04/22/2015
68635839,11/12/2013,12/02/2013
68636561,11/25/2014,02/18/2015
68636561,02/18/2015,09/07/2015
68636561,09/07/2015,01/21/2016
68636561,09/07/2015,05/16/2016
68648260,11/25/2013,02/24/2014
68648260,05/05/2015,07/07/2015
68653748,04/17/2012,07/27/2012
68653748,07/30/2012,05/30/2013
68663430,11/07/2017,
68670388,02/11/2014,05/16/2014
68670388,05/16/2014,09/12/2014
68693130,10/24/2017,
68696892,11/30/2015,12/16/2015
68696892,12/17/2015,01/20/2016
68696892,12/07/2016,01/20/2017
68696892,10/24/2017,
68697881,11/30/2012,02/22/2013
68697881,02/17/2016,04/01/2016
68697935,12/29/2014,05/07/2015
68698615,06/23/2010,02/24/2014
68698849,01/06/2015,02/04/2015
68728957,11/12/2015,12/21/2015
68728957,07/05/2016,09/05/2016
68737371,01/20/2015,05/22/2015
68746862,04/03/2014,04/07/2014
68746862,04/07/2014,06/02/2014
68746862,04/07/2014,06/02/2014
68751606,01/04/2017,03/01/2017
68765526,01/16/2014,03/18/2014
68765526,05/15/2015,07/09/2015
68765526,10/13/2015,12/08/2015
68765526,12/08/2015,09/23/2016
68765561,10/15/2015,12/08/2015
68765561,03/11/2016,05/23/2016
68765561,05/23/2016,07/22/2016
68765561,08/03/2016,02/27/2017
68788414,06/29/2012,07/10/2012
68788414,07/03/2012,07/16/2012
68788414,07/16/2012,11/27/2014
68788414,01/22/2014,02/14/2014
68788414,11/27/2014,12/01/2015
68788414,12/01/2015,02/13/2017
68789020,03/15/2016,10/20/2016
68796925,10/26/2012,05/21/2013
68796925,05/21/2013,04/14/2014
68826738,10/10/2012,12/05/2012
68826738,12/05/2012,01/10/2013
68835296,02/24/2014,05/08/2014
68835296,07/22/2014,08/29/2014
68835296,06/18/2015,12/17/2015
68836209,02/06/2017,03/01/2017
68836209,03/01/2017,03/30/2017
68836209,05/14/2017,
68858932,05/23/2011,07/16/2012
68858932,07/16/2012,08/23/2013
68861373,11/25/2010,07/16/2012
68861373,07/16/2012,10/15/2013
68862438,12/28/2015,02/25/2016
68862438,02/25/2016,11/04/2016
68862438,11/10/2016,
68887599,10/23/2017,
68891832,10/24/2012,02/20/2013
68891832,02/20/2013,08/08/2013
68894773,01/08/2014,09/04/2014
68894773,09/04/2014,01/30/2015
68905578,05/24/2016,08/08/2016
68905578,08/09/2016,08/15/2016
68905754,04/17/2015,04/20/2015
68905754,04/20/2015,05/26/2015
68911042,11/18/2011,05/02/2012
68921773,11/12/2013,05/30/2014
68924793,01/07/2011,06/01/2012
68924793,06/26/2012,07/01/2016
68924793,07/01/2016,03/15/2017
68924793,10/03/2017,
68931149,12/13/2016,03/01/2017
68931149,03/01/2017,03/13/2017
68931168,02/02/2012,01/30/2013
68931168,01/30/2013,04/17/2013
68934375,12/22/2016,02/14/2017
68940896,01/17/2017,02/02/2017
68948242,01/19/2015,04/16/2015
68948242,07/16/2015,08/20/2015
68948242,04/11/2016,08/05/2016
68962534,11/07/2014,01/14/2015
68964101,06/07/2017,
68965312,03/17/2014,04/29/2014
68965312,04/29/2014,06/25/2014
68965312,06/25/2014,11/17/2014
68965312,11/19/2014,03/07/2016
68970954,11/18/2011,07/16/2012
68970954,07/16/2012,09/30/2016
68970954,09/30/2016,02/22/2017
68970954,02/22/2017,
68980485,12/22/2015,03/22/2016
69001070,10/17/2017,
69012892,10/06/2015,12/16/2015
69012892,12/17/2015,01/22/2016
69018227,02/23/2012,07/16/2012
69018227,07/16/2012,08/12/2015
69018227,08/12/2015,03/14/2017
69018227,03/14/2017,
69020532,01/11/2012,07/16/2012
69020532,07/16/2012,09/27/2013
69020532,09/23/2013,07/27/2015
69020532,07/27/2015,08/12/2015
69020532,08/12/2015,08/28/2015
69020532,08/28/2015,01/27/2017
69020532,01/27/2017,03/14/2017
69020532,10/31/2017,
69030175,05/09/2012,05/18/2012
69030175,05/09/2012,07/31/2012
69030977,06/04/2013,08/22/2013
69030977,10/23/2017,
69032725,09/06/2012,09/28/2012
69032725,09/28/2012,12/17/2012
69032725,11/30/2012,12/03/2012
69032725,12/03/2012,05/01/2013
69032725,05/01/2013,06/19/2013
69032725,06/19/2013,09/19/2013
69032725,09/04/2013,11/26/2013
69032725,11/28/2013,05/16/2014
69032725,05/16/2014,07/24/2014
69032725,07/24/2014,11/26/2014
69032725,11/26/2014,01/23/2015
69032725,01/23/2015,03/08/2016
69032725,03/08/2016,03/14/2017
69032725,03/14/2017,
69034573,03/28/2011,08/22/2012
69050067,11/17/2016,01/23/2017
69050352,10/05/2016,10/18/2016
69083321,05/27/2015,06/21/2015
69092323,03/28/2013,04/02/2014
69093740,04/28/2016,06/22/2016
69093740,06/22/2016,07/12/2016
69093740,07/06/2016,03/14/2017
69093740,03/14/2017,03/30/2017
69097580,05/05/2015,08/19/2015
69100244,02/13/2017,02/20/2017
69103718,07/10/2013,02/25/2014
69103718,02/25/2014,07/06/2016
69103718,07/07/2016,01/27/2017
69103718,01/30/2017,02/17/2017
69111965,01/05/2015,02/19/2015
69111965,08/01/2015,10/16/2015
69111965,11/19/2015,01/21/2016
69111965,01/21/2016,10/03/2016
69111965,10/06/2016,10/28/2016
69118048,10/23/2017,
69119250,04/14/2015,05/22/2015
69119250,01/13/2017,02/24/2017
69129143,02/11/2014,03/27/2014
69129143,07/10/2014,07/11/2014
69129143,07/11/2014,07/14/2014
69129143,07/14/2014,09/14/2014
69129143,03/23/2015,04/21/2015
69129143,04/21/2015,05/27/2015
69130567,01/25/2013,05/31/2013
69143312,06/30/2010,07/16/2012
69143312,07/16/2012,01/08/2013
69143312,01/08/2013,09/12/2013
69143312,09/06/2013,01/22/2014
69147142,05/11/2016,07/08/2016
69147716,02/17/2017,03/01/2017
69147716,03/01/2017,03/29/2017
69147716,08/29/2017,
69148442,10/16/2014,11/28/2014
69176478,10/31/2017,
69181080,07/16/2015,08/19/2015
69185931,07/29/2014,10/02/2014
69214155,06/17/2016,08/15/2016
69220529,11/28/2011,07/16/2012
69220529,07/16/2012,01/17/2013
69235530,01/22/2014,04/22/2014
69235530,04/22/2014,02/05/2015
69235530,02/05/2015,06/24/2015
69240671,06/07/2011,07/16/2012
69240671,07/16/2012,08/27/2015
69240671,08/27/2015,11/20/2015
69240671,11/20/2015,01/31/2017
69240671,01/31/2017,01/31/2017
69240671,01/31/2017,02/22/2017
69240671,02/22/2017,
69244543,05/31/2016,07/15/2016
69254006,10/31/2017,
69263514,10/23/2017,
69264056,10/30/2017,
69282920,11/21/2014,12/16/2014
69292410,02/13/2015,05/12/2015
69292410,05/12/2015,09/08/2015
69292410,09/24/2015,01/07/2016
69299939,01/20/2012,04/23/2012
69299939,04/23/2012,07/16/2012
69299939,07/16/2012,07/16/2012
69299939,07/16/2012,07/12/2013
69299939,07/12/2013,09/25/2013
69299939,09/25/2013,11/28/2013
69299939,11/28/2013,06/16/2014
69335785,03/16/2016,06/16/2016
69339152,07/29/2014,10/14/2014
69339152,01/29/2016,06/06/2016
69340796,04/10/2014,07/28/2014
69344877,11/14/2013,12/31/2013
69346849,12/17/2015,12/17/2015
69346849,12/17/2015,01/19/2016
69349958,01/28/2013,01/28/2013
69349958,01/28/2013,08/15/2013
69349958,08/15/2013,09/05/2013
69349958,09/05/2013,08/14/2015
69355266,12/03/2014,12/10/2014
69355266,12/10/2014,02/10/2015
69357636,10/24/2017,
69360293,04/07/2011,04/02/2012
69361767,01/12/2015,04/14/2015
69361767,04/14/2015,11/07/2015
69364547,08/12/2014,09/19/2014
69384463,03/12/2014,05/30/2014
69384463,10/18/2016,12/12/2016
69394228,10/15/2012,11/30/2012
69394392,11/12/2012,08/16/2013
69394392,08/16/2013,10/25/2013
69417402,10/10/2014,10/13/2014
69417402,11/06/2014,12/04/2014
69417402,07/10/2015,11/06/2015
69417402,10/29/2015,11/10/2015
69417402,11/10/2015,11/25/2015
69417402,11/25/2015,09/15/2016
69419518,02/14/2017,03/01/2017
69426935,04/24/2014,06/02/2014
69426935,06/02/2014,06/19/2014
69426935,06/19/2014,07/03/2014
69426935,07/03/2014,02/09/2015
69426935,02/09/2015,08/27/2015
69426935,08/27/2015,12/14/2015
69426935,12/14/2015,10/20/2016
69426935,02/27/2017,
69445951,05/31/2016,08/08/2016
69445951,08/09/2016,08/17/2016
69445951,08/17/2016,11/03/2016
69445951,11/03/2016,01/31/2017
69475028,03/10/2015,06/08/2015
69475028,06/08/2015,07/12/2015
69484110,04/25/2016,09/09/2016
69488534,11/01/1999,10/01/2012
69500722,06/10/2011,12/03/2012
69500722,12/03/2012,01/25/2013
69500722,01/28/2013,10/25/2013
69500722,11/01/2013,02/11/2014
69500722,02/24/2014,02/25/2014
69500722,02/24/2014,06/24/2014
69500722,06/24/2014,09/18/2014
69512498,10/21/2015,02/02/2016
69512498,05/16/2016,07/21/2016
69528373,02/20/2017,03/01/2017
69540531,07/23/2015,08/21/2015
69547530,10/23/2014,10/27/2014
69550610,05/12/2016,06/30/2016
69558560,12/22/2014,04/05/2015
69588422,11/10/2015,12/15/2015
69588422,12/16/2015,01/18/2016
69610128,06/12/2013,07/31/2013
69612948,08/05/2009,01/29/2013
69612948,01/29/2013,02/01/2013
69612948,01/02/2014,02/17/2014
69612948,02/17/2014,06/04/2014
69612948,06/10/2014,12/05/2014
69612948,12/30/2014,08/31/2015
69617608,08/10/2016,10/13/2016
69623087,10/02/2012,02/18/2013
69623087,02/18/2013,10/14/2013
69628867,01/29/2016,03/08/2016
69631923,12/18/2016,02/10/2017
69634578,08/24/2016,10/18/2016
69634608,01/30/2012,05/23/2012
69636400,11/08/2010,04/19/2012
69636400,04/19/2012,11/23/2012
69636400,11/23/2012,02/15/2013
69636400,07/14/2015,02/25/2016
69636400,12/21/2016,03/01/2017
69636400,10/18/2017,
69653455,07/31/2014,09/05/2014
69666995,08/23/2011,10/17/2012
69677899,12/02/2015,08/01/2016
69681165,10/03/2013,12/11/2013
69681165,12/12/2013,04/23/2014
69681165,08/27/2015,09/24/2015
69681782,01/28/2014,08/28/2014
69684100,05/29/2014,07/08/2014
69691092,05/11/2016,07/25/2016
69692639,10/31/2012,02/15/2013
69692639,02/28/2013,12/24/2013
69692639,02/02/2016,04/20/2016
69692639,10/23/2017,
69699891,06/28/2013,09/17/2013
69699891,09/18/2013,03/07/2014
69699891,11/10/2014,01/14/2015
69699891,08/10/2016,09/23/2016
69703731,10/25/2016,01/05/2017
69717483,10/25/2017,
69717713,08/23/2011,07/16/2012
69717713,07/16/2012,08/22/2012
69717713,08/22/2012,06/27/2013
69717713,06/27/2013,06/30/2014
69719802,12/20/2011,12/03/2012
69719802,12/03/2012,08/06/2013
69746014,09/13/2016,09/28/2016
69755916,07/13/2012,08/14/2012
69755916,08/08/2012,05/28/2013
69758012,06/11/2013,01/21/2014
69760886,06/14/2012,10/18/2012
69760886,02/11/2013,05/16/2013
69760886,06/13/2013,06/18/2013
69760886,06/18/2013,08/09/2013
69762866,01/04/2017,03/01/2017
69762866,03/01/2017,03/02/2017
69762866,10/31/2017,
69768969,06/15/2017,
69796188,08/16/2013,05/02/2014
69796188,08/29/2013,05/02/2014
69796188,04/01/2014,05/02/2014
69796188,06/17/2014,08/01/2014
69796188,12/29/2015,03/10/2016
69796188,05/03/2016,07/25/2016
69796188,07/26/2016,11/02/2016
69797319,01/26/2017,03/01/2017
69806251,11/03/2016,01/09/2017
69809875,12/13/2011,09/28/2012
69809875,03/26/2014,04/01/2014
69809875,04/07/2014,08/12/2014
69809875,08/12/2014,12/10/2014
69812833,09/29/2011,07/16/2012
69812833,07/16/2012,02/06/2015
69818155,11/14/2012,01/24/2013
69818155,05/01/2013,10/01/2013
69818155,10/01/2013,10/27/2014
69820360,02/13/2013,04/19/2013
69820360,01/14/2015,05/21/2015
69820360,05/21/2015,05/21/2015
69820360,05/21/2015,08/26/2015
69837256,11/01/2013,02/18/2014
69850809,06/17/2015,07/22/2015
69850809,02/13/2017,02/28/2017
69850809,10/18/2017,
69854279,12/03/2014,12/19/2014
69854279,09/26/2017,
69874247,11/21/2014,01/23/2015
69874247,02/25/2016,04/01/2016
69878216,08/05/2013,08/08/2014
69878447,11/29/2012,12/13/2012
69878447,12/13/2012,02/15/2013
69895624,07/31/2013,08/13/2013
69895624,08/13/2013,03/07/2014
69895624,03/10/2014,10/07/2014
69899215,11/15/2013,04/11/2014
69915567,09/05/2011,05/08/2012
69939554,10/02/2017,
69946694,10/29/2012,12/03/2012
69946694,12/03/2012,03/20/2013
69962042,09/21/2012,02/27/2013
69975119,05/25/2016,07/21/2016
70010151,08/19/2011,01/20/2013
70010151,01/20/2013,08/13/2013
70010151,08/13/2013,12/02/2013
70010151,12/02/2013,03/11/2015
70010151,03/11/2015,09/09/2015
70010151,09/09/2015,02/22/2017
70010151,02/22/2017,
70024414,09/15/2011,07/16/2012
70024414,07/16/2012,02/23/2016
70032166,11/08/2011,07/16/2012
70032166,07/16/2012,08/07/2012
70032166,08/07/2012,08/14/2012
70039210,09/02/2014,10/01/2014
70039210,10/01/2014,10/22/2014
70057734,01/09/2014,03/19/2014
70057734,05/05/2016,05/31/2016
70057734,05/31/2016,03/15/2017
70061813,12/14/2012,02/15/2013
70066682,12/10/2015,02/19/2016
70070503,12/10/2012,06/19/2013
70070503,06/19/2013,09/25/2013
70079035,09/22/2017,
70084064,02/07/2017,03/01/2017
70084064,03/01/2017,03/28/2017
70104780,02/06/2012,07/16/2012
70104780,07/16/2012,04/16/2013
70104780,03/28/2013,12/30/2016
70107069,03/18/2015,04/09/2015
70107069,10/15/2015,12/11/2015
70110134,10/23/2017,
70114475,02/26/2013,02/26/2013
70114475,02/26/2013,05/07/2013
70118710,09/15/2014,09/30/2014
70150708,06/11/2012,08/02/2012
70150708,09/27/2012,10/19/2012
70152974,01/17/2017,01/24/2017
70153218,05/26/2014,07/02/2014
70158097,11/07/2014,11/11/2014
70158097,11/11/2014,01/13/2015
70161428,01/15/2016,03/30/2016
70161428,11/13/2017,
70165706,10/23/2017,
70167589,06/25/2015,08/21/2015
70172117,10/24/2017,
70176413,05/05/2015,07/07/2015
70178017,11/13/2017,
70184365,04/19/2011,05/09/2012
70191027,10/23/2017,
70193946,05/01/2014,05/30/2014
70193946,11/10/2014,04/10/2015
70193946,04/07/2015,09/08/2015
70193946,09/23/2015,12/11/2015
70197059,06/29/2016,07/15/2016
70197059,07/15/2016,09/16/2016
70201715,11/13/2016,01/18/2017
70201715,01/18/2017,
70206172,02/11/2016,11/17/2016
70206172,10/03/2017,
70227645,05/22/2014,07/29/2014
70227645,06/05/2015,12/16/2015
70233360,03/02/2015,03/25/2015
70253431,09/18/2017,
70254983,03/05/2012,07/16/2012
70254983,07/16/2012,08/27/2015
70254983,08/27/2015,04/15/2016
70254983,04/08/2016,07/19/2016
70254983,07/19/2016,09/05/2016
70254983,09/05/2016,02/06/2017
70254983,02/06/2017,03/14/2017
70257311,09/26/2014,01/05/2015
70257311,02/06/2015,06/16/2015
70257311,07/14/2015,11/10/2015
70265552,11/03/2017,
70302627,09/26/2012,01/25/2013
70302627,01/25/2013,06/11/2013
70316798,06/01/2015,07/09/2015
70320503,06/02/2014,07/11/2014
70320503,07/11/2014,09/19/2014
70327735,12/10/2015,12/21/2015
70327735,03/24/2016,04/04/2016
70347884,09/23/2011,04/25/2012
70350042,10/23/2014,11/27/2014
70350042,11/27/2014,09/05/2015
70352362,05/12/2015,02/04/2016
70358172,09/20/2017,
70378747,06/12/2013,07/31/2013
70378747,07/31/2013,04/22/2014
70378747,04/22/2014,04/30/2014
70378747,05/08/2014,11/14/2014
70384971,01/21/2016,03/10/2016
70387842,09/17/2012,10/03/2012
70387842,10/03/2012,11/05/2012
70422569,03/22/2013,05/31/2013
70431164,11/24/2016,12/01/2016
70435282,05/02/2012,08/20/2012
70435282,08/20/2012,10/23/2013
70441316,05/10/2016,08/17/2016
70464134,05/10/2016,07/27/2016
70464134,08/25/2016,10/13/2016
70469760,10/04/2013,10/21/2013
70469995,01/06/2017,02/24/2017
70476972,10/13/2016,11/16/2016
70476972,02/03/2017,03/01/2017
70476972,03/01/2017,03/28/2017
70476972,03/29/2017,
70489863,02/12/2015,02/19/2015
70489863,03/06/2015,05/27/2015
70510578,03/25/2015,04/18/2015
70510578,04/18/2015,04/29/2015
70558921,05/24/2012,08/21/2012
70563517,09/18/2013,02/26/2014
70563517,02/26/2014,04/30/2014
70577677,11/30/2011,10/31/2012
70593196,02/24/2015,04/18/2015
70593196,04/18/2015,05/08/2015
70630787,08/02/2010,07/16/2012
