New ID,Age at referral,Gender,Ethnicity,Ward,Referral date
77633963,12,M,White,Hornsey,12/14/2016
77642170,6,F,Black or Black British,Bruce Grove,03/02/2017
77644332,16,F,Not stated,Tottenham Green,04/04/2016
77658771,0,M,Black or Black British,Tottenham Green,12/17/2014
77665658,6,M,Chinese or other ethnic group,Tottenham Green,08/04/2015
77678273,9,Female,White,Northumberland Park,09/18/2012
77692575,10,M,,Northumberland Park,01/12/2017
77721541,0,F,Black or Black British,Tottenham Green,03/02/2016
77721541,0,F,Black or Black British,Tottenham Green,04/25/2016
77721541,0,F,Black or Black British,Tottenham Green,08/08/2017
77736695,7,F,Not stated,Tottenham Green,05/31/2017
77738670,7,M,Black or Black British,Woodside,05/24/2015
77738670,9,M,Black or Black British,Woodside,02/15/2017
77745937,11,M,Mixed,Noel Park,02/21/2017
77747859,15,F,White,White Hart Lane,11/12/2014
77751245,5,F,White,Woodside,12/22/2015
77751245,6,F,White,Woodside,04/04/2017
77751245,7,F,White,Woodside,07/14/2017
77756002,3,F,Black or Black British,Harringay,07/01/2015
77758636,11,F,Chinese or other ethnic group,St Ann's,07/08/2016
77758762,17,F,Not stated,White Hart Lane,08/16/2016
77778422,2,M,White,Noel Park,10/17/2016
77778422,3,M,White,Noel Park,06/19/2017
77780020,,U,,West Green,03/29/2017
77781255,16,M,Asian or Asian British,Northumberland Park,11/05/2015
77790275,14,F,Asian or Asian British,Bounds Green,07/04/2015
77799444,15,M,Black or Black British,Northumberland Park,10/15/2014
77818624,0,F,White,,07/03/2015
77824179,6,M,Not stated,Seven Sisters,09/29/2015
77845590,5,M,Asian or Asian British,Bounds Green,04/10/2014
77850119,0,U,Not stated,Noel Park,09/02/2016
77865944,14,M,White,,09/22/2017
77901452,14,F,Black or Black British,Muswell Hill,07/04/2016
77901452,15,F,Black or Black British,Muswell Hill,07/18/2017
77901452,15,F,Black or Black British,Muswell Hill,09/26/2017
77937964,1,M,Black or Black British,St Ann's,03/10/2017
77950075,5,M,Mixed,Tottenham Hale,04/17/2014
77956555,,U,Not stated,Tottenham Hale,06/07/2016
77956735,11,F,Not stated,Alexandra,03/18/2016
77967111,2,Female,White,Seven Sisters,07/19/2012
77976798,16,M,Chinese or other ethnic group,Seven Sisters,07/12/2017
77989373,7,Male,Black / African / Caribbean / Black British,Tottenham Hale,06/18/2012
78007908,5,F,Black or Black British,,02/09/2016
78009273,10,Male,White,Woodside,06/12/2012
78009273,12,M,White,,02/05/2015
78009273,13,M,White,,03/14/2016
78044477,10,M,Black or Black British,Northumberland Park,08/17/2016
78061819,15,Female,Black / African / Caribbean / Black British,West Green,09/13/2012
78065661,14,M,Chinese or other ethnic group,,01/04/2016
78065661,16,M,Chinese or other ethnic group,,05/30/2017
78072968,12,F,White,Highgate,05/16/2017
78075070,10,F,Black or Black British,Hornsey,07/26/2016
78084024,3,M,Mixed,Hornsey,06/28/2017
78091220,8,M,White,Muswell Hill,05/22/2017
78091887,1,Female,Black / African / Caribbean / Black British,Not Stated,07/03/2012
78091887,5,F,Black or Black British,,02/25/2016
78107887,4,M,White,Tottenham Hale,10/19/2015
78107887,6,M,White,Tottenham Hale,06/22/2017
78108461,0,Female,Black / African / Caribbean / Black British,,03/05/2013
78108461,4,F,Black or Black British,Tottenham Hale,02/23/2017
78116477,10,M,White,Noel Park,02/13/2017
78126713,9,M,Not stated,White Hart Lane,12/23/2014
78128794,2,Male,White,Harringay,08/20/2012
78148753,2,M,White,,03/12/2015
78159268,9,M,White,West Green,07/13/2017
78161876,0,F,White,Tottenham Green,04/15/2016
78165605,1,F,Black or Black British,Bruce Grove,03/29/2016
78169552,15,Male,Mixed / multiple,Woodside,08/06/2012
78178837,7,F,Chinese or other ethnic group,Tottenham Hale,06/03/2015
78179471,5,M,Black or Black British,White Hart Lane,04/11/2016
78194795,15,M,Black or Black British,Bruce Grove,11/24/2014
78233500,15,M,White,Northumberland Park,02/25/2016
78233500,16,M,White,Northumberland Park,03/13/2017
78244987,14,F,Mixed,Woodside,01/09/2017
78260936,4,F,White,Tottenham Hale,12/23/2015
78268380,9,F,Black or Black British,,06/23/2014
78269476,4,M,Black or Black British,Tottenham Hale,06/18/2014
78291304,0,M,White,Harringay,01/09/2015
78291304,0,M,White,Harringay,03/29/2016
78291304,1,M,White,Harringay,09/07/2016
78302395,11,M,Black or Black British,Northumberland Park,03/17/2015
78303457,8,F,Not stated,Stroud Green,10/28/2016
78306673,16,M,White,Northumberland Park,08/11/2016
78317684,6,M,White,White Hart Lane,01/28/2016
78318558,7,F,Black or Black British,St Ann's,03/13/2015
78329917,4,F,White,Northumberland Park,10/21/2014
78329917,5,F,White,Northumberland Park,12/09/2015
78329917,6,F,White,Northumberland Park,06/20/2016
78336179,0,Male,White,,04/21/2012
78336179,0,Male,White,Bruce Grove,09/21/2012
78339527,4,F,White,,05/06/2016
78340985,0,M,Black or Black British,,08/04/2016
78348035,13,F,Black or Black British,Noel Park,09/18/2017
78354674,6,F,White,Northumberland Park,02/26/2016
78354674,7,F,White,Northumberland Park,03/13/2017
78363422,4,F,,Northumberland Park,06/02/2015
78371259,12,F,Black or Black British,Northumberland Park,05/19/2016
78371259,12,F,Black or Black British,Northumberland Park,12/30/2016
78395929,7,F,White,,07/24/2014
78400203,14,M,Asian or Asian British,Tottenham Hale,12/01/2015
78413725,9,F,Black or Black British,,08/27/2015
78413725,11,F,Black or Black British,,08/25/2017
78432739,8,M,Mixed,Tottenham Green,11/11/2014
78432739,9,M,Mixed,Tottenham Green,07/29/2015
78441552,13,F,White,Tottenham Hale,03/15/2016
78441958,6,Female,Black / African / Caribbean / Black British,Bounds Green,03/12/2013
78441958,8,F,Black or Black British,Bounds Green,12/11/2014
78442383,15,F,Chinese or other ethnic group,Tottenham Hale,04/26/2016
78459730,0,M,White,Fortis Green,01/02/2015
78460069,0,M,Not stated,Bruce Grove,10/26/2017
78468907,17,M,,Bounds Green,06/26/2014
78473202,3,M,Not stated,,10/01/2015
78476565,8,Female,Black / African / Caribbean / Black British,Alexandra,11/12/2012
78485793,17,Male,Black / African / Caribbean / Black British,Not Stated,01/08/2013
78486085,16,M,Black or Black British,Tottenham Green,08/31/2015
78489719,7,F,Black or Black British,White Hart Lane,04/20/2016
78490135,0,F,White,,03/16/2016
78501242,11,M,Black or Black British,Bruce Grove,05/05/2016
78501242,12,M,Black or Black British,Bruce Grove,03/14/2017
78502808,12,M,,Crouch End,10/20/2014
78502808,13,M,,Crouch End,11/17/2015
78534704,2,F,,Muswell Hill,10/10/2017
78537002,0,M,Asian or Asian British,Woodside,03/09/2015
78548508,0,F,Mixed,Hornsey,06/15/2016
78568665,17,M,White,Hornsey,12/23/2016
78573624,9,F,Black or Black British,,12/16/2016
78575176,9,M,Black or Black British,,07/24/2014
78575176,10,M,Black or Black British,,09/23/2014
78575176,12,M,Black or Black British,,12/05/2016
78588033,3,F,White,White Hart Lane,10/19/2015
78590386,5,F,Chinese or other ethnic group,Tottenham Hale,06/06/2017
78615685,15,F,Black or Black British,Northumberland Park,10/21/2014
78617995,1,F,White,,09/19/2017
78635470,7,F,Chinese or other ethnic group,Harringay,08/15/2016
78635470,9,F,Chinese or other ethnic group,Harringay,11/13/2017
78641197,1,F,White,,07/22/2014
78642537,5,F,Black or Black British,Northumberland Park,11/25/2016
78644168,0,Female,Black / African / Caribbean / Black British,Northumberland Park,05/22/2012
78644168,0,Female,Black / African / Caribbean / Black British,Northumberland Park,03/01/2013
78653220,10,Male,No data,Bounds Green,02/01/2013
78653220,12,M,Not stated,Bounds Green,10/15/2015
78653220,13,M,Not stated,Bounds Green,02/16/2016
78653220,14,M,Not stated,Bounds Green,06/01/2017
78654931,5,Male,Black / African / Caribbean / Black British,Bruce Grove,11/27/2012
78654931,9,M,Black or Black British,Bruce Grove,12/14/2016
78660676,14,M,Black or Black British,Hornsey,09/07/2017
78674394,11,F,Chinese or other ethnic group,Bruce Grove,11/28/2014
78674394,14,F,Chinese or other ethnic group,Bruce Grove,01/18/2017
78674612,12,M,White,Noel Park,12/31/2015
78674612,12,M,White,Noel Park,04/28/2016
78680884,2,F,Not stated,,05/27/2015
78691958,15,Male,White,Seven Sisters,05/04/2012
78692876,13,F,Black or Black British,Muswell Hill,06/09/2017
78703923,3,F,Chinese or other ethnic group,Northumberland Park,12/14/2015
78704121,12,M,Black or Black British,Tottenham Hale,02/01/2017
78708299,6,M,Black or Black British,Seven Sisters,02/27/2015
78724393,1,F,Chinese or other ethnic group,Bruce Grove,07/16/2014
78725555,13,F,Black or Black British,Hornsey,04/20/2015
78728978,8,F,Black or Black British,Bruce Grove,08/10/2016
78751389,10,F,White,White Hart Lane,04/12/2016
78754462,0,F,Mixed,Woodside,05/02/2014
78754462,0,F,Mixed,Woodside,11/27/2014
78774235,8,F,Black or Black British,White Hart Lane,07/18/2017
78774235,8,F,Black or Black British,White Hart Lane,10/18/2017
78789760,14,F,Not stated,Hornsey,01/25/2016
78798298,9,F,Asian or Asian British,St Ann's,03/04/2016
78807672,11,F,Black or Black British,Tottenham Green,04/05/2017
78812589,8,F,Black or Black British,Tottenham Green,07/03/2014
78831712,4,F,Chinese or other ethnic group,Tottenham Hale,12/22/2015
78835440,10,M,White,Tottenham Green,01/30/2017
78856888,17,Female,White,,08/12/2012
78865262,0,F,Black or Black British,,12/01/2016
78865262,1,F,Black or Black British,,09/29/2017
78879462,1,F,,Seven Sisters,09/26/2017
78890705,10,F,Black or Black British,Tottenham Green,11/09/2017
78891105,0,F,Black or Black British,Hornsey,11/09/2015
78891105,0,F,Black or Black British,Hornsey,12/09/2015
78892559,5,M,White,St Ann's,11/10/2016
78892559,5,M,White,St Ann's,06/07/2017
78904344,16,M,Not stated,Woodside,11/18/2015
78904344,16,M,Not stated,Woodside,05/19/2016
78904344,17,M,Not stated,Woodside,05/09/2017
78919745,3,M,White,,06/24/2016
78924405,3,M,White,Seven Sisters,06/10/2016
78945258,,I,,Bruce Grove,03/17/2017
78957289,12,F,Chinese or other ethnic group,White Hart Lane,06/27/2016
78958435,8,M,Black or Black British,St Ann's,05/19/2017
78958435,8,M,Black or Black British,St Ann's,10/23/2017
78995391,16,M,White,,01/12/2016
78995391,17,M,White,,05/27/2016
78996076,5,F,Black or Black British,Northumberland Park,01/07/2015
78996076,6,F,Black or Black British,Northumberland Park,01/05/2016
78996076,7,F,Black or Black British,Northumberland Park,05/25/2016
78996076,8,F,Black or Black British,Northumberland Park,02/28/2017
78999931,4,F,Chinese or other ethnic group,Seven Sisters,01/05/2017
79004747,5,Female,Other Ethnic Group,Bounds Green,04/16/2012
79014625,5,M,Not stated,,12/01/2016
79025467,11,F,Not stated,Northumberland Park,05/24/2016
79029710,15,M,Chinese or other ethnic group,,10/22/2015
79045705,0,M,Asian or Asian British,,10/11/2017
79053485,12,F,Asian or Asian British,Bounds Green,05/25/2016
79053834,0,F,White,West Green,01/22/2016
79053834,0,F,White,West Green,03/10/2016
79075127,15,M,Chinese or other ethnic group,,11/16/2015
79075127,16,M,Chinese or other ethnic group,,04/19/2017
79076865,11,M,Black or Black British,,07/07/2017
79081531,2,M,Asian or Asian British,St Ann's,10/06/2016
79081679,14,M,White,Hornsey,11/08/2016
79085527,16,F,Black or Black British,Tottenham Hale,05/09/2016
79131716,0,F,Mixed,,03/30/2016
79140233,14,U,White,,12/03/2014
79140233,15,U,White,,01/12/2016
79148473,9,F,Mixed,,07/11/2016
79153425,12,M,,White Hart Lane,05/12/2017
79160022,16,M,White,,01/25/2016
79164559,0,U,White,Tottenham Green,06/25/2014
79170322,17,F,Chinese or other ethnic group,Tottenham Green,04/10/2014
79187683,7,M,Mixed,Hornsey,04/29/2015
79187683,8,M,Mixed,Hornsey,06/21/2016
79192417,0,F,White,,05/30/2017
79195244,7,Female,White,West Green,07/18/2012
79199948,16,F,White,Tottenham Hale,06/21/2017
79202858,0,F,Black or Black British,Northumberland Park,10/22/2015
79207564,4,M,White,Stroud Green,11/03/2017
79225519,8,F,White,Bruce Grove,12/21/2015
79227631,7,M,Black or Black British,,02/09/2015
79239631,0,Male,White,Harringay,12/20/2012
79242320,10,F,White,Fortis Green,05/07/2015
79264687,3,M,White,St Ann's,10/15/2015
79264687,3,M,White,St Ann's,03/10/2016
79271728,1,F,Black or Black British,St Ann's,08/19/2016
79271728,1,F,Black or Black British,St Ann's,10/26/2016
79276280,8,F,White,Muswell Hill,06/23/2017
79326521,0,Male,No data,,04/10/2012
79337190,11,F,Asian or Asian British,Woodside,05/14/2015
79337190,14,F,Asian or Asian British,Woodside,11/14/2017
79337381,5,M,Black or Black British,Alexandra,05/12/2014
79350379,112,#N/A,#N/A,,08/08/2012
79356002,8,M,Not stated,,10/13/2017
79360213,10,F,White,White Hart Lane,06/12/2014
79366912,15,F,White,Harringay,05/16/2016
79367557,5,M,White,White Hart Lane,06/21/2017
79367557,6,M,White,White Hart Lane,10/11/2017
79371313,13,F,Mixed,Tottenham Green,12/10/2014
79384050,4,M,Black or Black British,,10/18/2017
79386464,10,M,Black or Black British,,06/13/2016
79386464,12,M,Black or Black British,,10/30/2017
79406181,0,Male,Black / African / Caribbean / Black British,Tottenham Green,12/20/2012
79450032,1,M,,Stroud Green,09/12/2015
79450032,3,M,,Stroud Green,05/12/2017
79453109,7,F,,Alexandra,07/16/2014
79453109,9,F,,Alexandra,06/30/2016
79454835,11,M,Black or Black British,,02/26/2016
79455044,0,F,Mixed,,02/13/2015
79455044,1,F,Mixed,,08/18/2016
79463366,17,M,Black or Black British,White Hart Lane,12/22/2015
79464220,16,F,Black or Black British,White Hart Lane,07/01/2014
79464791,6,M,Black or Black British,Northumberland Park,04/30/2014
79464791,6,M,Black or Black British,Northumberland Park,01/21/2015
79464791,7,M,Black or Black British,Northumberland Park,04/22/2015
79464791,7,M,Black or Black British,Northumberland Park,10/05/2015
79464791,8,M,Black or Black British,Northumberland Park,01/11/2017
79464791,9,M,Black or Black British,Northumberland Park,07/11/2017
79472390,6,M,Black or Black British,Tottenham Green,01/12/2015
79488976,12,M,Not stated,Northumberland Park,01/05/2016
79506824,8,F,Mixed,Stroud Green,06/18/2014
79506824,10,F,Mixed,Stroud Green,06/16/2016
79506824,11,F,Mixed,Stroud Green,11/28/2016
79506824,12,F,Mixed,Stroud Green,10/05/2017
79508246,4,M,Mixed,Tottenham Hale,10/07/2015
79508246,5,M,Mixed,Tottenham Hale,05/25/2016
79508246,6,M,Mixed,Tottenham Hale,09/13/2017
79530559,17,Male,White,,07/20/2012
79530559,17,Male,White,,05/18/2012
79536283,12,M,Black or Black British,,10/08/2015
79548503,0,Male,Mixed / multiple,,02/04/2013
79554350,11,F,White,Seven Sisters,12/07/2016
79576358,0,U,,Bruce Grove,09/20/2017
79612975,16,M,White,Woodside,10/13/2017
79614798,2,Male,White,Bruce Grove,05/11/2012
79628766,8,M,Black or Black British,St Ann's,08/04/2017
79631015,1,F,White,St Ann's,05/04/2017
79645446,14,Female,Mixed / multiple,Muswell Hill,04/12/2012
79670721,8,F,Black or Black British,,12/17/2014
79670721,8,F,Black or Black British,,03/26/2015
79674675,5,M,Black or Black British,White Hart Lane,04/30/2014
79674675,6,M,Black or Black British,White Hart Lane,02/17/2015
79674675,8,M,Black or Black British,White Hart Lane,12/02/2016
79688089,1,M,Black or Black British,Northumberland Park,11/10/2017
79688758,17,M,Black or Black British,Seven Sisters,10/03/2016
79688758,18,M,Black or Black British,Seven Sisters,02/23/2017
79690929,0,Unknown,White,Harringay,07/23/2012
79703229,6,M,White,Tottenham Hale,11/05/2015
79712207,17,Female,Black / African / Caribbean / Black British,Northumberland Park,09/03/2012
79721895,1,F,Not stated,West Green,05/31/2017
79721895,1,F,Not stated,West Green,06/05/2017
79722641,4,F,Not stated,,05/08/2017
79741835,0,U,,Northumberland Park,09/29/2017
79742240,11,M,Chinese or other ethnic group,West Green,12/22/2016
79751925,10,M,Chinese or other ethnic group,Northumberland Park,06/22/2017
79752552,17,F,Black or Black British,,07/27/2017
79763545,3,F,White,,06/14/2017
79765294,12,Male,Asian / Asian British,Bruce Grove,08/19/2012
79765294,14,M,Asian or Asian British,Bruce Grove,06/20/2014
79766635,13,F,Black or Black British,,05/06/2014
79766901,6,Female,Asian / Asian British,Hornsey,04/18/2012
79766901,8,F,Asian or Asian British,White Hart Lane,05/12/2014
79769280,0,M,,Bruce Grove,09/20/2017
79776814,10,F,Black or Black British,,11/13/2014
79785165,6,M,Asian or Asian British,West Green,05/27/2016
79792291,8,F,Chinese or other ethnic group,West Green,12/22/2016
79813102,5,M,White,Muswell Hill,05/22/2017
79814630,0,U,Not stated,Bounds Green,06/09/2015
79821380,0,M,White,Bruce Grove,01/25/2017
79828923,1,F,,Northumberland Park,10/03/2017
79830161,7,Male,Asian / Asian British,Not Stated,11/14/2012
79835226,12,F,White,Bounds Green,11/24/2015
79840886,12,M,White,Seven Sisters,02/17/2017
79856585,8,M,Black or Black British,Fortis Green,12/01/2016
79868061,11,F,White,Tottenham Hale,09/24/2014
79868061,13,F,White,Tottenham Hale,01/19/2016
79876219,5,M,Mixed,Northumberland Park,09/22/2016
79877474,1,M,Not stated,Northumberland Park,09/22/2016
79891338,5,Male,Other Ethnic Group,Tottenham Green,10/02/2012
79895507,13,Female,White,White Hart Lane,03/07/2013
79916214,16,M,,Noel Park,11/28/2016
79921699,0,Female,Mixed / multiple,,05/31/2012
79938570,17,M,Black or Black British,Bruce Grove,11/09/2017
79943776,10,M,White,Noel Park,11/09/2016
79944496,4,Female,Black / African / Caribbean / Black British,Tottenham Hale,04/30/2012
79944496,4,Female,Black / African / Caribbean / Black British,Tottenham Hale,04/30/2012
79951552,3,M,Chinese or other ethnic group,,05/06/2014
79951552,4,M,Chinese or other ethnic group,,12/31/2014
79958193,0,F,Mixed,,06/04/2014
79958193,0,F,Mixed,,03/16/2015
79970778,0,M,Black or Black British,,10/07/2015
79970778,0,M,Black or Black British,,02/16/2016
79970778,2,M,Black or Black British,,11/03/2017
79972571,16,M,White,Tottenham Hale,04/16/2015
79992916,0,F,,,05/29/2015
79997629,11,F,Black or Black British,Bounds Green,04/25/2016
80026645,5,F,Chinese or other ethnic group,Stroud Green,07/06/2017
80037371,5,F,,Harringay,01/21/2015
80037371,5,F,,Harringay,04/30/2015
80037371,6,F,,Harringay,10/11/2016
80037371,7,F,,Harringay,06/12/2017
80039427,10,M,Black or Black British,Hornsey,07/24/2017
80041710,14,F,Black or Black British,Noel Park,06/26/2017
80042104,13,F,Black or Black British,Bruce Grove,03/22/2017
80046900,0,M,Black or Black British,,07/26/2017
80053962,0,Female,Mixed / multiple,,09/21/2012
80053962,0,Female,Mixed / multiple,Noel Park,03/11/2013
80072092,4,F,Asian or Asian British,Harringay,09/04/2017
80078994,11,F,White,St Ann's,06/30/2014
80084054,0,F,White,Tottenham Green,08/19/2016
80086792,4,M,Mixed,Tottenham Green,04/26/2016
80092999,7,M,Black or Black British,West Green,06/04/2015
80093391,5,M,Black or Black British,Tottenham Green,10/25/2014
80093391,5,M,Black or Black British,Tottenham Green,04/27/2015
80106894,5,M,Mixed,Alexandra,12/06/2016
80108209,14,M,Mixed,,10/10/2016
80108209,14,M,Mixed,,12/20/2016
80111488,13,F,Chinese or other ethnic group,White Hart Lane,12/05/2016
80112348,9,F,Asian or Asian British,Stroud Green,10/23/2014
80118155,12,M,Black or Black British,Woodside,04/27/2017
80123022,4,F,,Noel Park,03/21/2017
80158444,13,F,,Bounds Green,09/22/2017
80164339,,M,Not stated,West Green,01/14/2016
80174266,13,F,,Alexandra,10/31/2017
80176734,16,M,White,Tottenham Hale,03/21/2016
80181725,17,M,Black or Black British,Seven Sisters,12/11/2015
80197648,3,F,Not stated,Seven Sisters,01/23/2017
80212762,5,M,White,,04/01/2015
80212762,7,M,White,,05/04/2017
80212762,7,M,White,,05/25/2017
80258986,11,M,Black or Black British,Northumberland Park,06/15/2017
80268586,13,M,Black or Black British,,12/14/2016
80278327,15,M,Mixed,Harringay,01/16/2017
80290158,4,M,Black or Black British,Bruce Grove,10/11/2017
80303143,14,Male,Black / African / Caribbean / Black British,White Hart Lane,09/12/2012
80314341,14,F,Black or Black British,White Hart Lane,03/20/2015
80316453,1,F,Black or Black British,Tottenham Green,12/10/2014
80316926,9,F,Black or Black British,Bruce Grove,07/18/2016
80316926,10,F,Black or Black British,Bruce Grove,09/20/2016
80334332,0,F,Black or Black British,,09/29/2017
80341197,15,F,Mixed,Hornsey,09/07/2015
80348671,4,M,Black or Black British,Northumberland Park,10/20/2017
80349596,6,M,Asian or Asian British,Tottenham Hale,08/09/2017
80359894,3,M,Black or Black British,Tottenham Green,09/28/2017
80360073,9,M,White,West Green,01/15/2016
80360073,10,M,White,West Green,05/30/2017
80360073,10,M,White,West Green,05/31/2017
80364178,4,M,White,Seven Sisters,08/07/2014
80367311,0,M,Chinese or other ethnic group,West Green,06/02/2014
80373373,11,M,Black or Black British,,06/18/2015
80373373,12,M,Black or Black British,,06/10/2016
80375353,11,M,Black or Black British,St Ann's,05/01/2015
80389551,0,U,,,05/11/2017
80391378,17,M,Chinese or other ethnic group,Tottenham Green,09/05/2014
80396985,0,F,Not stated,St Ann's,04/25/2016
80419325,0,F,Black or Black British,Hornsey,01/25/2017
80444482,3,M,Black or Black British,Northumberland Park,11/11/2014
80444482,5,M,Black or Black British,Northumberland Park,06/29/2016
80444482,6,M,Black or Black British,Northumberland Park,05/18/2017
80462586,9,F,Black or Black British,Seven Sisters,12/09/2014
80462586,10,F,Black or Black British,Seven Sisters,11/09/2016
80469303,,F,,Tottenham Green,08/14/2017
80482728,7,F,Black or Black British,White Hart Lane,08/07/2015
80497189,5,Female,Black / African / Caribbean / Black British,Bruce Grove,02/24/2013
80499265,17,F,White,Crouch End,08/05/2015
80510568,11,F,White,Bounds Green,11/22/2016
80515573,2,F,White,Tottenham Hale,06/23/2016
80519743,14,F,White,Bruce Grove,10/12/2017
80527383,15,Female,White,Tottenham Hale,04/02/2012
80531383,13,M,White,Tottenham Green,09/27/2016
80539556,8,F,Black or Black British,Fortis Green,10/08/2014
80546344,,M,White,Tottenham Green,11/13/2015
80546604,2,M,White,Harringay,04/03/2014
80550296,13,F,Black or Black British,Tottenham Green,12/09/2016
80557870,14,F,,Tottenham Hale,10/25/2017
80570846,12,F,Black or Black British,Stroud Green,06/19/2014
80570846,13,F,Black or Black British,Stroud Green,04/22/2015
80570846,14,F,Black or Black British,Stroud Green,08/22/2016
80570846,14,F,Black or Black British,Stroud Green,09/20/2016
80570846,14,F,Black or Black British,Stroud Green,12/08/2016
80577862,15,M,Black or Black British,Tottenham Green,05/15/2015
80585230,11,M,Chinese or other ethnic group,Tottenham Hale,04/26/2016
80586891,5,F,White,Noel Park,02/02/2015
80593626,9,M,White,Noel Park,08/13/2014
80597615,14,F,Black or Black British,Hornsey,08/26/2016
80601643,0,U,,Northumberland Park,07/17/2014
80602389,6,F,Black or Black British,,02/15/2016
80608395,10,M,Mixed,Hornsey,10/24/2016
80608395,11,M,Mixed,Hornsey,11/03/2017
80610767,13,M,White,Fortis Green,03/08/2017
80633176,14,M,Black or Black British,Hornsey,04/21/2016
80633176,15,M,Black or Black British,Hornsey,07/05/2017
80633176,15,M,Black or Black British,Hornsey,07/19/2017
80638367,5,M,Black or Black British,White Hart Lane,03/10/2017
80639441,1,F,Black or Black British,Tottenham Hale,06/16/2015
80640393,17,F,Black or Black British,West Green,07/31/2015
80650434,15,Female,White,Seven Sisters,01/14/2013
80658222,18,F,Not stated,Bounds Green,10/26/2017
80658935,10,F,White,Seven Sisters,04/11/2014
80659980,3,M,,West Green,08/21/2015
80691285,14,Female,Asian / Asian British,Seven Sisters,10/22/2012
80708304,14,M,Black or Black British,,03/31/2017
80710429,0,Female,Black / African / Caribbean / Black British,Noel Park,03/07/2013
80721850,15,Female,White,Not Stated,12/06/2012
80734438,1,F,,Tottenham Hale,09/04/2017
80749809,8,F,Black or Black British,White Hart Lane,06/10/2014
80749809,8,F,Black or Black British,White Hart Lane,03/25/2015
80754434,0,U,Chinese or other ethnic group,Harringay,12/29/2015
80754434,0,U,Chinese or other ethnic group,Harringay,02/19/2016
80780290,0,M,Mixed,,05/27/2015
80786571,14,F,Mixed,Seven Sisters,01/12/2016
80786571,16,F,Mixed,Seven Sisters,10/02/2017
80787040,6,M,Black or Black British,Stroud Green,05/05/2015
80789433,0,F,Black or Black British,Bounds Green,08/27/2015
80789433,1,F,Black or Black British,Bounds Green,08/25/2017
80792992,5,F,White,West Green,05/19/2017
80795648,7,F,Mixed,Bounds Green,10/02/2017
80802872,13,F,Black or Black British,St Ann's,04/28/2014
80811181,14,Female,White,,03/19/2013
80823257,5,F,White,West Green,02/19/2016
80825224,2,F,Chinese or other ethnic group,Harringay,09/29/2016
80828842,16,F,,Highgate,05/09/2016
80835769,0,F,Mixed,Bruce Grove,12/01/2016
80835769,1,F,Mixed,Bruce Grove,07/31/2017
80841290,17,M,Not stated,Highgate,06/16/2016
80843316,13,M,Not stated,White Hart Lane,02/18/2015
80852654,4,M,Chinese or other ethnic group,Tottenham Hale,01/05/2015
80857547,10,U,Not stated,White Hart Lane,09/19/2017
80864207,13,M,Black or Black British,White Hart Lane,07/25/2016
80866981,0,M,White,Northumberland Park,09/29/2014
80879759,17,Male,Black / African / Caribbean / Black British,Tottenham Hale,01/16/2013
80897131,0,F,Black or Black British,,10/06/2015
80898772,14,M,Not stated,Seven Sisters,06/30/2016
80898772,14,M,Not stated,Seven Sisters,08/12/2016
80906053,7,M,White,,09/03/2015
80910271,0,Female,Mixed / multiple,Seven Sisters,09/13/2012
80910653,8,M,,,12/29/2015
80920684,1,Female,Black / African / Caribbean / Black British,Woodside,04/11/2012
80936532,0,M,Asian or Asian British,,04/01/2015
80938953,8,M,White,Hornsey,01/08/2015
80941734,10,F,White,Bruce Grove,05/10/2017
80941734,10,F,White,Bruce Grove,08/31/2017
80973522,12,F,White,Woodside,10/28/2016
80973522,12,F,White,Woodside,02/17/2017
80973522,13,F,White,Woodside,10/30/2017
80988131,0,M,White,Bounds Green,03/23/2016
81014637,1,M,Mixed,Harringay,04/08/2016
81014637,1,M,Mixed,Harringay,11/17/2016
81033108,0,F,Black or Black British,Noel Park,11/28/2016
81051246,11,M,Asian or Asian British,,09/11/2014
81059434,0,F,Black or Black British,White Hart Lane,05/05/2015
81059434,0,F,Black or Black British,White Hart Lane,03/09/2016
81065024,7,F,Black or Black British,Bruce Grove,10/11/2017
81072825,20,U,,Tottenham Green,09/19/2017
81084339,1,F,Mixed,Muswell Hill,10/24/2016
81084339,2,F,Mixed,Muswell Hill,02/24/2017
81093318,4,M,Not stated,,02/15/2016
81095978,16,F,Black or Black British,,04/05/2017
81095978,16,F,Black or Black British,,07/19/2017
81097378,8,M,Not stated,,04/07/2016
81104495,8,M,Black or Black British,,09/05/2014
81104495,9,M,Black or Black British,,05/12/2015
81108021,5,M,Black or Black British,Harringay,09/15/2017
81112194,12,M,Not stated,Seven Sisters,01/05/2016
81117028,12,Female,Asian / Asian British,Stroud Green,02/18/2013
81117028,16,F,Asian or Asian British,,11/28/2016
81117028,16,F,Asian or Asian British,,02/09/2017
81131606,3,F,Asian or Asian British,Highgate,05/25/2016
81131606,4,F,Asian or Asian British,Highgate,03/20/2017
81140884,14,M,Not stated,Tottenham Hale,04/15/2016
81149437,12,M,Mixed,,01/08/2016
81149437,12,M,Mixed,,01/19/2016
81149437,12,M,Mixed,,06/15/2016
81149437,13,M,Mixed,,02/07/2017
81165986,3,F,White,Northumberland Park,04/19/2016
81165986,4,F,White,Northumberland Park,06/13/2016
81165986,4,F,White,Northumberland Park,05/16/2017
81168837,1,M,,,02/26/2015
81175058,7,M,Asian or Asian British,Seven Sisters,10/17/2014
81185896,0,M,Black or Black British,,04/11/2017
